original_file,original_path,variant_path,ground_truth,variant_resolution,width,height,score,predicted_label,original_score,original_predicted_label,score_delta_vs_original,label_changed_vs_original,status,error_message,inference_time_ms
real_004.jpg,data\test_images\real\real_004.jpg,data\day11_resolution_control\real\long_edge_768\real_004__long_edge_768.jpg,real,long_edge_768,576,768,0.135731,real,0.219579,ai,0.083848,true,success,,55.87
real_004.jpg,data\test_images\real\real_004.jpg,data\day11_resolution_control\real\long_edge_1024\real_004__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.170298,ai,0.219579,ai,0.049281,false,success,,102.11
real_005.jpg,data\test_images\real\real_005.jpg,data\day11_resolution_control\real\long_edge_512\real_005__long_edge_512.jpg,real,long_edge_512,384,512,0.144306,real,0.220945,ai,0.076639,true,success,,28.92
real_005.jpg,data\test_images\real\real_005.jpg,data\day11_resolution_control\real\long_edge_768\real_005__long_edge_768.jpg,real,long_edge_768,576,768,0.137600,real,0.220945,ai,0.083345,true,success,,56.93
real_005.jpg,data\test_images\real\real_005.jpg,data\day11_resolution_control\real\long_edge_1024\real_005__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.137123,real,0.220945,ai,0.083822,true,success,,99.0
real_005.jpg,data\test_images\real\real_005.jpg,data\day11_resolution_control\real\long_edge_1536\real_005__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.168600,ai,0.220945,ai,0.052345,false,success,,212.51
real_006.jpg,data\test_images\real\real_006.jpg,data\day11_resolution_control\real\long_edge_512\real_006__long_edge_512.jpg,real,long_edge_512,384,512,0.119021,real,0.167131,ai,0.048110,true,success,,27.69
real_006.jpg,data\test_images\real\real_006.jpg,data\day11_resolution_control\real\long_edge_768\real_006__long_edge_768.jpg,real,long_edge_768,576,768,0.137928,real,0.167131,ai,0.029203,true,success,,60.69
real_006.jpg,data\test_images\real\real_006.jpg,data\day11_resolution_control\real\long_edge_1024\real_006__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.127694,real,0.167131,ai,0.039437,true,success,,100.08
real_007.jpg,data\test_images\real\real_007.jpg,data\day11_resolution_control\real\long_edge_512\real_007__long_edge_512.jpg,real,long_edge_512,384,512,0.165538,ai,0.149587,real,0.015951,true,success,,28.84
real_007.jpg,data\test_images\real\real_007.jpg,data\day11_resolution_control\real\long_edge_768\real_007__long_edge_768.jpg,real,long_edge_768,576,768,0.162639,ai,0.149587,real,0.013052,true,success,,62.39
real_007.jpg,data\test_images\real\real_007.jpg,data\day11_resolution_control\real\long_edge_1024\real_007__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.154953,ai,0.149587,real,0.005366,true,success,,103.28
real_008.jpg,data\test_images\real\real_008.jpg,data\day11_resolution_control\real\long_edge_512\real_008__long_edge_512.jpg,real,long_edge_512,384,512,0.166162,ai,0.138499,real,0.027663,true,success,,28.9
real_008.jpg,data\test_images\real\real_008.jpg,data\day11_resolution_control\real\long_edge_768\real_008__long_edge_768.jpg,real,long_edge_768,576,768,0.155734,ai,0.138499,real,0.017235,true,success,,60.25
real_008.jpg,data\test_images\real\real_008.jpg,data\day11_resolution_control\real\long_edge_1024\real_008__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.144847,real,0.138499,real,0.006348,false,success,,104.97
real_009.jpg,data\test_images\real\real_009.jpg,data\day11_resolution_control\real\long_edge_512\real_009__long_edge_512.jpg,real,long_edge_512,236,512,0.187840,ai,0.141515,real,0.046325,true,success,,20.9
real_009.jpg,data\test_images\real\real_009.jpg,data\day11_resolution_control\real\long_edge_768\real_009__long_edge_768.jpg,real,long_edge_768,354,768,0.181650,ai,0.141515,real,0.040135,true,success,,44.05
real_009.jpg,data\test_images\real\real_009.jpg,data\day11_resolution_control\real\long_edge_1024\real_009__long_edge_1024.jpg,real,long_edge_1024,472,1024,0.172411,ai,0.141515,real,0.030896,true,success,,68.75
real_009.jpg,data\test_images\real\real_009.jpg,data\day11_resolution_control\real\long_edge_1536\real_009__long_edge_1536.jpg,real,long_edge_1536,709,1536,0.151799,ai,0.141515,real,0.010284,true,success,,158.05
real_010.jpg,data\test_images\real\real_010.jpg,data\day11_resolution_control\real\long_edge_512\real_010__long_edge_512.jpg,real,long_edge_512,341,512,0.204795,ai,0.202450,ai,0.002345,false,success,,29.09
real_010.jpg,data\test_images\real\real_010.jpg,data\day11_resolution_control\real\long_edge_768\real_010__long_edge_768.jpg,real,long_edge_768,512,768,0.209838,ai,0.202450,ai,0.007388,false,success,,55.34
real_010.jpg,data\test_images\real\real_010.jpg,data\day11_resolution_control\real\long_edge_1024\real_010__long_edge_1024.jpg,real,long_edge_1024,683,1024,0.212267,ai,0.202450,ai,0.009817,false,success,,106.45
real_010.jpg,data\test_images\real\real_010.jpg,data\day11_resolution_control\real\long_edge_1536\real_010__long_edge_1536.jpg,real,long_edge_1536,1024,1536,0.212263,ai,0.202450,ai,0.009813,false,success,,214.2
real_011.jpg,data\test_images\real\real_011.jpg,data\day11_resolution_control\real\long_edge_512\real_011__long_edge_512.jpg,real,long_edge_512,384,512,0.167702,ai,0.146013,real,0.021689,true,success,,31.38
real_011.jpg,data\test_images\real\real_011.jpg,data\day11_resolution_control\real\long_edge_768\real_011__long_edge_768.jpg,real,long_edge_768,576,768,0.174954,ai,0.146013,real,0.028941,true,success,,61.74
real_011.jpg,data\test_images\real\real_011.jpg,data\day11_resolution_control\real\long_edge_1024\real_011__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.187066,ai,0.146013,real,0.041053,true,success,,104.21
real_011.jpg,data\test_images\real\real_011.jpg,data\day11_resolution_control\real\long_edge_1536\real_011__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.201288,ai,0.146013,real,0.055275,true,success,,224.86
real_012.jpg,data\test_images\real\real_012.jpg,data\day11_resolution_control\real\long_edge_512\real_012__long_edge_512.jpg,real,long_edge_512,384,512,0.182694,ai,0.117578,real,0.065116,true,success,,32.06
real_012.jpg,data\test_images\real\real_012.jpg,data\day11_resolution_control\real\long_edge_768\real_012__long_edge_768.jpg,real,long_edge_768,576,768,0.177746,ai,0.117578,real,0.060168,true,success,,57.41
real_012.jpg,data\test_images\real\real_012.jpg,data\day11_resolution_control\real\long_edge_1024\real_012__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.172129,ai,0.117578,real,0.054551,true,success,,103.7
real_012.jpg,data\test_images\real\real_012.jpg,data\day11_resolution_control\real\long_edge_1536\real_012__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.158543,ai,0.117578,real,0.040965,true,success,,226.52
real_013.jpg,data\test_images\real\real_013.jpg,data\day11_resolution_control\real\long_edge_512\real_013__long_edge_512.jpg,real,long_edge_512,384,512,0.149900,real,0.222499,ai,0.072599,true,success,,26.32
real_013.jpg,data\test_images\real\real_013.jpg,data\day11_resolution_control\real\long_edge_768\real_013__long_edge_768.jpg,real,long_edge_768,576,768,0.155173,ai,0.222499,ai,0.067326,false,success,,60.48
real_013.jpg,data\test_images\real\real_013.jpg,data\day11_resolution_control\real\long_edge_1024\real_013__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.154799,ai,0.222499,ai,0.067700,false,success,,100.81
real_013.jpg,data\test_images\real\real_013.jpg,data\day11_resolution_control\real\long_edge_1536\real_013__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.141424,real,0.222499,ai,0.081075,true,success,,216.03
real_014.jpg,data\test_images\real\real_014.jpg,data\day11_resolution_control\real\long_edge_512\real_014__long_edge_512.jpg,real,long_edge_512,384,512,0.234557,ai,0.130118,real,0.104439,true,success,,31.84
real_014.jpg,data\test_images\real\real_014.jpg,data\day11_resolution_control\real\long_edge_768\real_014__long_edge_768.jpg,real,long_edge_768,576,768,0.241714,ai,0.130118,real,0.111596,true,success,,65.86
real_014.jpg,data\test_images\real\real_014.jpg,data\day11_resolution_control\real\long_edge_1024\real_014__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.245953,ai,0.130118,real,0.115835,true,success,,110.44
real_014.jpg,data\test_images\real\real_014.jpg,data\day11_resolution_control\real\long_edge_1536\real_014__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.249121,ai,0.130118,real,0.119003,true,success,,243.45
real_015.jpg,data\test_images\real\real_015.jpg,data\day11_resolution_control\real\long_edge_512\real_015__long_edge_512.jpg,real,long_edge_512,384,512,0.140960,real,0.202338,ai,0.061378,true,success,,30.4
real_015.jpg,data\test_images\real\real_015.jpg,data\day11_resolution_control\real\long_edge_768\real_015__long_edge_768.jpg,real,long_edge_768,576,768,0.135436,real,0.202338,ai,0.066902,true,success,,62.46
real_015.jpg,data\test_images\real\real_015.jpg,data\day11_resolution_control\real\long_edge_1024\real_015__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.133884,real,0.202338,ai,0.068454,true,success,,102.64
real_015.jpg,data\test_images\real\real_015.jpg,data\day11_resolution_control\real\long_edge_1536\real_015__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.136055,real,0.202338,ai,0.066283,true,success,,226.21
real_016.jpg,data\test_images\real\real_016.jpg,data\day11_resolution_control\real\long_edge_512\real_016__long_edge_512.jpg,real,long_edge_512,384,512,0.213400,ai,0.096813,real,0.116587,true,success,,32.09
real_016.jpg,data\test_images\real\real_016.jpg,data\day11_resolution_control\real\long_edge_768\real_016__long_edge_768.jpg,real,long_edge_768,576,768,0.202060,ai,0.096813,real,0.105247,true,success,,64.71
real_016.jpg,data\test_images\real\real_016.jpg,data\day11_resolution_control\real\long_edge_1024\real_016__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.189164,ai,0.096813,real,0.092351,true,success,,104.5
real_016.jpg,data\test_images\real\real_016.jpg,data\day11_resolution_control\real\long_edge_1536\real_016__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.169289,ai,0.096813,real,0.072476,true,success,,233.52
real_017.jpg,data\test_images\real\real_017.jpg,data\day11_resolution_control\real\long_edge_512\real_017__long_edge_512.jpg,real,long_edge_512,384,512,0.211604,ai,0.147026,real,0.064578,true,success,,34.36
real_017.jpg,data\test_images\real\real_017.jpg,data\day11_resolution_control\real\long_edge_768\real_017__long_edge_768.jpg,real,long_edge_768,576,768,0.198562,ai,0.147026,real,0.051536,true,success,,64.37
real_017.jpg,data\test_images\real\real_017.jpg,data\day11_resolution_control\real\long_edge_1024\real_017__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.196179,ai,0.147026,real,0.049153,true,success,,123.04
real_017.jpg,data\test_images\real\real_017.jpg,data\day11_resolution_control\real\long_edge_1536\real_017__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.202863,ai,0.147026,real,0.055837,true,success,,241.05
real_018.jpg,data\test_images\real\real_018.jpg,data\day11_resolution_control\real\long_edge_512\real_018__long_edge_512.jpg,real,long_edge_512,384,512,0.245287,ai,0.098813,real,0.146474,true,success,,31.02
real_018.jpg,data\test_images\real\real_018.jpg,data\day11_resolution_control\real\long_edge_768\real_018__long_edge_768.jpg,real,long_edge_768,576,768,0.255125,ai,0.098813,real,0.156312,true,success,,62.92
real_018.jpg,data\test_images\real\real_018.jpg,data\day11_resolution_control\real\long_edge_1024\real_018__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.237563,ai,0.098813,real,0.138750,true,success,,106.18
real_018.jpg,data\test_images\real\real_018.jpg,data\day11_resolution_control\real\long_edge_1536\real_018__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.195619,ai,0.098813,real,0.096806,true,success,,221.51
real_019.jpg,data\test_images\real\real_019.jpg,data\day11_resolution_control\real\long_edge_512\real_019__long_edge_512.jpg,real,long_edge_512,384,512,0.253523,ai,0.170343,ai,0.083180,false,success,,30.15
real_019.jpg,data\test_images\real\real_019.jpg,data\day11_resolution_control\real\long_edge_768\real_019__long_edge_768.jpg,real,long_edge_768,576,768,0.261676,ai,0.170343,ai,0.091333,false,success,,61.22
real_019.jpg,data\test_images\real\real_019.jpg,data\day11_resolution_control\real\long_edge_1024\real_019__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.264113,ai,0.170343,ai,0.093770,false,success,,107.72
real_019.jpg,data\test_images\real\real_019.jpg,data\day11_resolution_control\real\long_edge_1536\real_019__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.257538,ai,0.170343,ai,0.087195,false,success,,236.49
real_020.jpg,data\test_images\real\real_020.jpg,data\day11_resolution_control\real\long_edge_512\real_020__long_edge_512.jpg,real,long_edge_512,384,512,0.177322,ai,0.112877,real,0.064445,true,success,,32.06
real_020.jpg,data\test_images\real\real_020.jpg,data\day11_resolution_control\real\long_edge_768\real_020__long_edge_768.jpg,real,long_edge_768,576,768,0.170733,ai,0.112877,real,0.057856,true,success,,62.66
real_020.jpg,data\test_images\real\real_020.jpg,data\day11_resolution_control\real\long_edge_1024\real_020__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.164224,ai,0.112877,real,0.051347,true,success,,104.02
real_020.jpg,data\test_images\real\real_020.jpg,data\day11_resolution_control\real\long_edge_1536\real_020__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.149473,real,0.112877,real,0.036596,false,success,,216.84
real_021.jpg,data\test_images\real\real_021.jpg,data\day11_resolution_control\real\long_edge_512\real_021__long_edge_512.jpg,real,long_edge_512,288,512,0.128059,real,0.174747,ai,0.046688,true,success,,22.69
real_021.jpg,data\test_images\real\real_021.jpg,data\day11_resolution_control\real\long_edge_768\real_021__long_edge_768.jpg,real,long_edge_768,432,768,0.142611,real,0.174747,ai,0.032136,true,success,,46.06
real_021.jpg,data\test_images\real\real_021.jpg,data\day11_resolution_control\real\long_edge_1024\real_021__long_edge_1024.jpg,real,long_edge_1024,576,1024,0.133069,real,0.174747,ai,0.041678,true,success,,76.27
real_022.jpg,data\test_images\real\real_022.jpg,data\day11_resolution_control\real\long_edge_512\real_022__long_edge_512.jpg,real,long_edge_512,236,512,0.240435,ai,0.225620,ai,0.014815,false,success,,19.87
real_022.jpg,data\test_images\real\real_022.jpg,data\day11_resolution_control\real\long_edge_768\real_022__long_edge_768.jpg,real,long_edge_768,354,768,0.246329,ai,0.225620,ai,0.020709,false,success,,44.29
real_022.jpg,data\test_images\real\real_022.jpg,data\day11_resolution_control\real\long_edge_1024\real_022__long_edge_1024.jpg,real,long_edge_1024,472,1024,0.242052,ai,0.225620,ai,0.016432,false,success,,71.09
real_022.jpg,data\test_images\real\real_022.jpg,data\day11_resolution_control\real\long_edge_1536\real_022__long_edge_1536.jpg,real,long_edge_1536,709,1536,0.231995,ai,0.225620,ai,0.006375,false,success,,161.79
real_023.jpg,data\test_images\real\real_023.jpg,data\day11_resolution_control\real\long_edge_512\real_023__long_edge_512.jpg,real,long_edge_512,236,512,0.188485,ai,0.179521,ai,0.008964,false,success,,22.97
real_023.jpg,data\test_images\real\real_023.jpg,data\day11_resolution_control\real\long_edge_768\real_023__long_edge_768.jpg,real,long_edge_768,354,768,0.192642,ai,0.179521,ai,0.013121,false,success,,43.18
real_023.jpg,data\test_images\real\real_023.jpg,data\day11_resolution_control\real\long_edge_1024\real_023__long_edge_1024.jpg,real,long_edge_1024,472,1024,0.195670,ai,0.179521,ai,0.016149,false,success,,69.3
real_023.jpg,data\test_images\real\real_023.jpg,data\day11_resolution_control\real\long_edge_1536\real_023__long_edge_1536.jpg,real,long_edge_1536,709,1536,0.184603,ai,0.179521,ai,0.005082,false,success,,161.92
real_024.jpg,data\test_images\real\real_024.jpg,data\day11_resolution_control\real\long_edge_512\real_024__long_edge_512.jpg,real,long_edge_512,512,311,0.201085,ai,0.142203,real,0.058882,true,success,,29.58
real_024.jpg,data\test_images\real\real_024.jpg,data\day11_resolution_control\real\long_edge_768\real_024__long_edge_768.jpg,real,long_edge_768,768,467,0.175760,ai,0.142203,real,0.033557,true,success,,57.03
real_024.jpg,data\test_images\real\real_024.jpg,data\day11_resolution_control\real\long_edge_1024\real_024__long_edge_1024.jpg,real,long_edge_1024,1024,622,0.156615,ai,0.142203,real,0.014412,true,success,,100.04
real_024.jpg,data\test_images\real\real_024.jpg,data\day11_resolution_control\real\long_edge_1536\real_024__long_edge_1536.jpg,real,long_edge_1536,1536,933,0.138533,real,0.142203,real,0.003670,false,success,,216.49
real_025.jpg,data\test_images\real\real_025.jpg,data\day11_resolution_control\real\long_edge_512\real_025__long_edge_512.jpg,real,long_edge_512,384,512,0.258520,ai,0.217730,ai,0.040790,false,success,,27.96
real_025.jpg,data\test_images\real\real_025.jpg,data\day11_resolution_control\real\long_edge_768\real_025__long_edge_768.jpg,real,long_edge_768,576,768,0.257890,ai,0.217730,ai,0.040160,false,success,,65.68
real_025.jpg,data\test_images\real\real_025.jpg,data\day11_resolution_control\real\long_edge_1024\real_025__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.248791,ai,0.217730,ai,0.031061,false,success,,111.65
real_025.jpg,data\test_images\real\real_025.jpg,data\day11_resolution_control\real\long_edge_1536\real_025__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.221349,ai,0.217730,ai,0.003619,false,success,,222.32
real_026.jpg,data\test_images\real\real_026.jpg,data\day11_resolution_control\real\long_edge_512\real_026__long_edge_512.jpg,real,long_edge_512,512,437,0.229402,ai,0.196612,ai,0.032790,false,success,,39.96
real_026.jpg,data\test_images\real\real_026.jpg,data\day11_resolution_control\real\long_edge_768\real_026__long_edge_768.jpg,real,long_edge_768,768,655,0.228678,ai,0.196612,ai,0.032066,false,success,,86.7
real_026.jpg,data\test_images\real\real_026.jpg,data\day11_resolution_control\real\long_edge_1024\real_026__long_edge_1024.jpg,real,long_edge_1024,1024,873,0.219343,ai,0.196612,ai,0.022731,false,success,,140.88
real_027.jpg,data\test_images\real\real_027.jpg,data\day11_resolution_control\real\long_edge_512\real_027__long_edge_512.jpg,real,long_edge_512,384,512,0.247401,ai,0.262199,ai,0.014798,false,success,,32.43
real_027.jpg,data\test_images\real\real_027.jpg,data\day11_resolution_control\real\long_edge_768\real_027__long_edge_768.jpg,real,long_edge_768,576,768,0.253544,ai,0.262199,ai,0.008655,false,success,,65.86
real_027.jpg,data\test_images\real\real_027.jpg,data\day11_resolution_control\real\long_edge_1024\real_027__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.256784,ai,0.262199,ai,0.005415,false,success,,111.5
real_027.jpg,data\test_images\real\real_027.jpg,data\day11_resolution_control\real\long_edge_1536\real_027__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.255930,ai,0.262199,ai,0.006269,false,success,,253.83
real_028.jpg,data\test_images\real\real_028.jpg,data\day11_resolution_control\real\long_edge_512\real_028__long_edge_512.jpg,real,long_edge_512,384,512,0.249522,ai,0.262213,ai,0.012691,false,success,,32.79
real_028.jpg,data\test_images\real\real_028.jpg,data\day11_resolution_control\real\long_edge_768\real_028__long_edge_768.jpg,real,long_edge_768,576,768,0.255633,ai,0.262213,ai,0.006580,false,success,,62.4
real_028.jpg,data\test_images\real\real_028.jpg,data\day11_resolution_control\real\long_edge_1024\real_028__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.258387,ai,0.262213,ai,0.003826,false,success,,112.12
real_028.jpg,data\test_images\real\real_028.jpg,data\day11_resolution_control\real\long_edge_1536\real_028__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.256144,ai,0.262213,ai,0.006069,false,success,,239.77
real_029.jpg,data\test_images\real\real_029.jpg,data\day11_resolution_control\real\long_edge_512\real_029__long_edge_512.jpg,real,long_edge_512,236,512,0.219881,ai,0.160616,ai,0.059265,false,success,,22.76
real_029.jpg,data\test_images\real\real_029.jpg,data\day11_resolution_control\real\long_edge_768\real_029__long_edge_768.jpg,real,long_edge_768,354,768,0.212712,ai,0.160616,ai,0.052096,false,success,,45.08
real_029.jpg,data\test_images\real\real_029.jpg,data\day11_resolution_control\real\long_edge_1024\real_029__long_edge_1024.jpg,real,long_edge_1024,472,1024,0.199241,ai,0.160616,ai,0.038625,false,success,,70.08
real_029.jpg,data\test_images\real\real_029.jpg,data\day11_resolution_control\real\long_edge_1536\real_029__long_edge_1536.jpg,real,long_edge_1536,709,1536,0.176307,ai,0.160616,ai,0.015691,false,success,,161.41
real_030.jpg,data\test_images\real\real_030.jpg,data\day11_resolution_control\real\long_edge_512\real_030__long_edge_512.jpg,real,long_edge_512,512,374,0.227771,ai,0.228971,ai,0.001200,false,success,,32.06
